"teamName","scoreHome","scoreAway","completions","throwingAttempts","hucksCompleted","hucksAttempted","blocks","turnovers","oLineScores","oLinePoints","oLinePossessions","dLineScores","dLinePoints","dLinePossessions","redZoneScores","redZonePossessions","gameID","teamID"
"Aviators",19,18,245,260,4,8,6,15,17,20,25,2,20,9,15,18,"2022-05-22-SEA-LA","aviators"
"Rush",31,17,238,263,7,12,6,25,14,32,38,3,19,4,11,14,"2022-05-21-TOR-NY","rush"
"Empire",31,17,254,264,14,16,17,10,15,19,20,16,32,23,14,17,"2022-05-21-TOR-NY","empire"
"Cascades",22,20,218,242,13,14,16,24,17,24,33,3,21,11,10,14,"2022-05-21-SEA-SD","cascades"
"Growlers",22,20,212,232,2,2,17,20,16,21,29,6,24,16,17,21,"2022-05-21-SEA-SD","growlers"
"Nitro",22,26,232,250,10,13,13,18,18,23,27,8,27,18,15,19,"2022-05-21-POR-OAK","nitro"
"Spiders",22,26,282,306,11,17,9,24,17,27,37,5,23,9,11,18,"2022-05-21-POR-OAK","spiders"
"Phoenix",22,23,230,250,19,26,11,20,17,24,32,6,24,11,12,18,"2022-05-21-PHI-OTT","phoenix"
"Outlaws",22,23,215,234,7,14,12,19,17,24,28,5,24,13,11,13,"2022-05-21-PHI-OTT","outlaws"
"Radicals",18,27,218,230,7,7,14,12,17,20,26,10,29,13,13,15,"2022-05-21-MAD-DET","radicals"
"Mechanix",18,27,339,362,5,9,8,23,16,29,32,2,20,9,13,15,"2022-05-21-MAD-DET","mechanix"
"AlleyCats",16,20,226,241,7,12,10,15,14,18,26,6,22,10,15,17,"2022-05-21-IND-PIT","alleycats"
"Thunderbirds",16,20,313,332,4,14,6,19,14,22,25,2,18,10,13,17,"2022-05-21-IND-PIT","thunderbirds"
"Sol",26,21,274,291,13,18,4,17,19,27,32,2,21,6,14,17,"2022-05-21-ATX-ATL","sol"
"Hustle",26,21,244,255,14,17,9,11,18,21,25,8,27,13,9,11,"2022-05-21-ATX-ATL","hustle"
"Rush",23,13,284,304,4,5,7,20,11,25,29,2,15,6,5,10,"2022-05-20-TOR-BOS","rush"
"Glory",23,13,223,234,11,14,9,11,12,15,19,11,25,16,13,15,"2022-05-20-TOR-BOS","glory"
"Phoenix",13,19,234,264,9,19,17,30,12,15,28,7,18,22,11,19,"2022-05-20-PHI-MTL","phoenix"
"Royal",13,19,208,242,2,7,11,34,11,18,32,2,15,15,7,11,"2022-05-20-PHI-MTL","royal"
"Sol",27,24,257,274,5,9,5,17,19,29,31,5,26,11,16,17,"2022-05-20-ATX-CAR","sol"
"Flyers",27,24,221,234,14,17,9,13,20,26,31,6,29,8,16,18,"2022-05-20-ATX-CAR","flyers"
"Cannons",24,18,250,269,10,17,4,19,14,26,30,4,20,7,6,8,"2022-05-14-TB-CAR","cannons"
"Flyers",24,18,259,270,8,12,9,11,16,20,23,8,26,13,17,19,"2022-05-14-TB-CAR","flyers"
"Outlaws",29,26,249,261,10,16,6,12,23,30,34,3,27,5,14,16,"2022-05-14-OTT-TOR","outlaws"
"Rush",29,26,241,250,16,18,9,9,24,27,29,5,30,9,13,15,"2022-05-14-OTT-TOR","rush"
"Empire",19,23,288,301,3,5,10,13,17,21,25,6,25,12,19,23,"2022-05-14-NY-BOS","empire"
"Glory",19,23,195,213,4,12,7,18,16,25,30,3,21,7,14,17,"2022-05-14-NY-BOS","glory"
"Royal",27,17,230,250,4,8,8,20,16,29,34,1,19,4,12,16,"2022-05-14-MTL-DC","royal"
"Breeze",27,17,256,268,10,13,12,12,17,19,22,10,29,17,17,19,"2022-05-14-MTL-DC","breeze"
"Wind Chill",14,20,201,221,5,14,15,20,10,16,22,10,22,19,11,16,"2022-05-14-MIN-DAL","windchill"
"Legion",14,20,233,260,10,17,10,27,9,22,30,5,16,12,6,10,"2022-05-14-MIN-DAL","legion"
"Radicals",22,23,284,299,6,13,6,15,16,24,25,7,24,14,14,18,"2022-05-14-MAD-IND","radicals"
"AlleyCats",22,23,262,277,9,13,5,15,16,24,30,6,24,7,8,9,"2022-05-14-MAD-IND","alleycats"
"Aviators",22,17,238,265,6,12,2,27,15,24,37,2,19,7,9,16,"2022-05-14-LA-SD","aviators"
"Growlers",22,17,231,251,6,9,15,20,16,19,24,6,24,19,16,22,"2022-05-14-LA-SD","growlers"
"Cascades",32,21,253,280,9,15,8,27,19,34,40,2,23,8,16,23,"2022-05-13-SEA-SLC","cascades"
"Shred",32,21,338,352,12,16,12,14,20,23,28,12,34,18,22,25,"2022-05-13-SEA-SLC","shred"
"Royal",17,18,202,225,7,16,14,23,12,19,25,6,18,16,13,15,"2022-05-13-MTL-PHI","royal"
"Phoenix",17,18,275,298,6,10,14,23,11,18,27,6,19,12,11,16,"2022-05-13-MTL-PHI","phoenix"
"Legion",24,17,189,214,13,22,8,25,13,26,35,4,19,7,4,6,"2022-05-13-DAL-ATX","legion"
"Sol",24,17,263,282,5,11,14,19,12,19,22,12,26,21,16,18,"2022-05-13-DAL-ATX","sol"
"Summit",23,24,326,348,9,18,14,22,18,25,32,6,25,15,13,18,"2022-05-08-COL-POR","summit"
"Nitro",23,24,233,255,15,21,10,22,19,25,34,4,25,11,7,11,"2022-05-08-COL-POR","nitro"
"Growlers",16,18,196,225,2,7,15,29,14,18,31,4,20,16,14,17,"2022-05-07-SD-OAK","growlers"
"Spiders",16,18,213,244,5,13,11,31,13,20,31,3,18,16,10,13,"2022-05-07-SD-OAK","spiders"
"Thunderbirds",18,16,278,300,3,10,12,22,12,20,25,4,18,13,10,15,"2022-05-07-PIT-MAD","thunderbirds"
"Radicals",18,16,208,228,8,17,14,20,12,18,27,6,20,12,10,13,"2022-05-07-PIT-MAD","radicals"
"Phoenix",17,15,253,276,5,11,11,23,13,18,30,2,17,8,7,10,"2022-05-07-PHI-NY","phoenix"
"Empire",17,15,235,257,5,11,14,22,14,17,23,3,18,16,12,15,"2022-05-07-PHI-NY","empire"
"Mechanix",33,22,301,324,10,15,4,23,21,35,40,1,24,5,10,12,"2022-05-07-DET-IND","mechanix"
"AlleyCats",33,22,218,228,18,20,17,10,22,24,28,11,35,16,15,15,"2022-05-07-DET-IND","alleycats"
"Summit",16,19,248,273,7,14,13,25,14,17,26,5,21,18,11,15,"2022-05-07-COL-SEA","summit"
"Cascades",16,19,211,241,8,19,15,30,14,21,34,2,17,12,10,15,"2022-05-07-COL-SEA","cascades"
"Union",21,24,255,276,5,9,12,21,17,22,29,7,25,17,20,24,"2022-05-07-CHI-MIN","union"
"Wind Chill",21,24,182,207,8,12,10,25,16,25,34,5,22,12,13,18,"2022-05-07-CHI-MIN","windchill"
"Flyers",13,19,201,218,10,16,6,17,14,15,24,5,20,12,11,13,"2022-05-07-CAR-TB","flyers"
"Cannons",13,19,275,297,5,8,10,22,13,20,26,0,15,9,8,16,"2022-05-07-CAR-TB","cannons"
"Glory",21,17,200,227,10,20,15,27,13,23,35,4,19,11,13,19,"2022-05-07-BOS-MTL","glory"
"Royal",21,17,214,238,10,14,11,24,14,19,26,7,23,21,13,19,"2022-05-07-BOS-MTL","royal"
"Glory",21,19,175,202,7,18,10,27,15,21,30,4,21,16,10,14,"2022-05-06-BOS-OTT","glory"
"Outlaws",21,19,241,267,8,10,12,26,15,21,33,6,21,15,11,15,"2022-05-06-BOS-OTT","outlaws"
"Cascades",29,24,317,337,10,17,13,20,22,31,36,2,25,8,13,16,"2022-05-01-SEA-POR","cascades"
"Nitro",29,24,191,206,11,16,11,15,22,25,31,7,31,13,16,17,"2022-05-01-SEA-POR","nitro"
"Thunderbirds",19,8,202,241,4,15,14,39,8,21,39,0,10,8,4,10,"2022-05-01-PIT-CHI","thunderbirds"
"Union",19,8,206,234,3,12,13,28,8,10,18,11,21,30,14,21,"2022-05-01-PIT-CHI","union"
"Cannons",24,12,265,285,6,15,3,20,10,25,28,2,14,4,8,12,"2022-04-30-TB-ATL","cannons"
"Hustle",24,12,201,208,11,11,12,7,10,14,16,14,25,18,16,18,"2022-04-30-TB-ATL","hustle"
"Shred",22,25,348,366,10,14,9,18,18,24,30,7,25,14,17,24,"2022-04-30-SLC-LA","shred"
"Aviators",22,25,210,231,7,12,8,21,16,25,31,5,24,11,12,13,"2022-04-30-SLC-LA","aviators"
"Thunderbirds",13,17,153,183,4,11,13,30,12,15,24,5,18,23,9,14,"2022-04-30-PIT-DET","thunderbirds"
"Mechanix",13,17,170,202,3,5,10,32,11,18,34,2,15,11,10,12,"2022-04-30-PIT-DET","mechanix"
"Phoenix",25,24,280,293,11,12,10,13,21,27,33,3,24,4,13,15,"2022-04-30-PHI-BOS","phoenix"
"Glory",25,24,245,256,12,16,6,11,20,24,25,5,27,12,16,18,"2022-04-30-PHI-BOS","glory"
"Empire",19,22,263,271,6,7,6,8,17,20,21,5,23,9,17,18,"2022-04-30-NY-DC","empire"
"Breeze",19,22,252,262,5,5,5,10,15,23,25,3,20,4,13,17,"2022-04-30-NY-DC","breeze"
"Royal",19,26,220,233,12,16,14,13,16,21,28,10,28,12,13,15,"2022-04-30-MTL-TOR","royal"
"Rush",19,26,220,239,6,10,10,19,16,28,29,2,21,10,9,13,"2022-04-30-MTL-TOR","rush"
"Sol",17,20,250,268,6,11,12,18,14,19,23,6,22,16,14,15,"2022-04-30-ATX-DAL","sol"
"Legion",17,20,192,213,7,15,10,21,15,22,32,2,19,6,8,10,"2022-04-30-ATX-DAL","legion"
"Shred",22,24,272,287,7,10,10,15,18,23,26,6,26,14,13,17,"2022-04-29-SLC-SD","shred"
"Growlers",22,24,218,234,10,15,9,16,19,26,33,3,23,5,11,16,"2022-04-29-SLC-SD","growlers"
"Hustle",16,14,272,283,7,9,4,11,12,18,21,2,16,6,6,8,"2022-04-29-ATL-CAR","hustle"
"Flyers",16,14,211,221,6,11,7,10,11,16,18,4,18,8,12,13,"2022-04-29-ATL-CAR","flyers"
"Flyers",16,19,298,305,5,7,5,7,15,18,19,4,21,8,13,14,"2021-09-11-RAL-NY","flyers"
"Empire",16,19,260,270,2,5,4,10,15,21,24,1,18,2,13,16,"2021-09-11-RAL-NY","empire"
"Growlers",22,18,286,305,5,9,9,19,13,23,24,5,20,13,14,15,"2021-09-10-SD-NY","growlers"
"Empire",22,18,258,273,6,11,15,15,14,20,28,8,23,10,17,19,"2021-09-10-SD-NY","empire"
"Flyers",20,21,326,343,7,14,9,17,18,23,31,3,23,7,14,20,"2021-09-10-RAL-CHI","flyers"
"Union",20,21,265,282,4,12,12,17,17,23,26,3,23,11,12,12,"2021-09-10-RAL-CHI","union"
"Rush",19,18,235,250,7,7,9,15,14,21,22,4,20,11,13,15,"2021-09-09-TOR-MTL","rush"
"Royal",19,18,218,231,9,14,7,13,15,20,27,4,21,6,14,18,"2021-09-09-TOR-MTL","royal"
"Outlaws",22,24,230,246,14,21,8,16,17,25,27,5,24,11,8,10,"2021-09-04-TOR-OTT","outlaws"
"Rush",22,24,201,215,16,16,9,14,17,24,30,7,25,10,7,9,"2021-09-04-TOR-OTT","rush"
"Hustle",22,21,246,258,10,14,4,12,16,24,28,5,23,7,6,9,"2021-09-04-ATL-NY","hustle"
"Empire",22,21,300,313,4,7,8,13,17,23,24,5,24,11,18,24,"2021-09-04-ATL-NY","empire"
"Breeze",16,19,264,279,7,13,4,15,13,21,23,3,17,8,8,11,"2021-09-03-RAL-DC","breeze"
"Flyers",16,19,256,266,8,13,12,10,13,17,21,6,21,9,12,14,"2021-09-03-RAL-DC","flyers"
"Empire",17,18,264,281,4,8,12,17,15,19,28,3,20,7,12,20,"2021-08-29-NY-BOS","empire"
"Glory",17,18,225,244,7,13,12,19,15,20,24,2,19,12,13,19,"2021-08-29-NY-BOS","glory"
"Royal",18,25,198,218,10,16,13,20,17,19,30,8,27,16,16,19,"2021-08-29-MTL-TOR","royal"
"Rush",18,25,169,197,8,9,13,28,17,27,35,1,19,12,9,12,"2021-08-29-MTL-TOR","rush"
"Wind Chill",21,19,281,299,10,14,11,18,15,23,29,4,21,8,13,16,"2021-08-29-MIN-CHI","windchill"
"Union",21,19,239,254,7,11,10,15,16,21,25,5,23,12,14,16,"2021-08-29-MIN-CHI","union"
"Cannons",16,28,254,284,8,16,10,30,15,30,42,1,17,4,10,13,"2021-08-29-DC-TB","cannons"
"Breeze",16,28,254,269,9,15,19,15,16,17,20,12,30,25,16,18,"2021-08-29-DC-TB","breeze"
"Outlaws",22,13,165,194,6,10,13,29,11,23,34,2,15,8,8,13,"2021-08-28-OTT-TOR","outlaws"
"Rush",22,13,243,263,12,12,16,20,13,15,21,9,23,22,15,20,"2021-08-28-OTT-TOR","rush"
"Legion",22,18,239,255,5,10,5,16,15,24,29,3,20,5,12,17,"2021-08-28-DAL-SD","legion"
"Growlers",22,18,235,245,7,9,11,10,15,20,21,7,24,13,14,15,"2021-08-28-DAL-SD","growlers"
"Royal",25,24,183,203,16,23,6,20,18,27,36,6,24,9,6,7,"2021-08-22-MTL-OTT","royal"
"Outlaws",25,24,222,239,8,13,10,17,17,24,26,8,27,17,13,15,"2021-08-22-MTL-OTT","outlaws"
"Wind Chill",19,15,259,282,7,10,13,23,10,16,26,9,21,16,11,14,"2021-08-22-MAD-MIN","windchill"
"Radicals",19,15,258,286,6,10,10,28,9,21,27,6,16,16,11,17,"2021-08-22-MAD-MIN","radicals"
"Royal",25,23,220,237,13,16,13,17,16,24,29,9,27,13,16,17,"2021-08-21-TOR-MTL","royal"
"Rush",25,23,204,224,6,7,8,20,16,27,31,7,24,12,17,18,"2021-08-21-TOR-MTL","rush"
"Spiders",21,20,249,272,4,4,4,23,14,23,28,6,22,15,15,19,"2021-08-21-SJ-LA","spiders"
"Aviators",21,20,242,264,5,12,13,22,14,22,30,7,23,13,13,20,"2021-08-21-SJ-LA","aviators"
"Flyers",22,21,337,352,5,10,7,15,14,23,27,7,24,10,17,19,"2021-08-21-RAL-DC","flyers"
"Breeze",22,21,306,322,8,13,9,16,17,24,27,5,22,11,16,19,"2021-08-21-RAL-DC","breeze"
"Mechanix",19,29,271,297,9,16,8,26,17,31,38,2,21,10,5,8,"2021-08-21-CHI-DET","mechanix"
"Union",19,29,214,232,13,21,16,18,18,21,29,11,31,18,15,18,"2021-08-21-CHI-DET","union"
"Phoenix",19,22,208,227,8,12,5,19,17,24,29,2,20,10,7,11,"2021-08-21-BOS-PHI","phoenix"
"Glory",19,22,255,271,6,9,8,16,16,20,28,6,24,11,15,18,"2021-08-21-BOS-PHI","glory"
"Thunderbirds",25,26,291,308,15,20,11,17,18,28,35,7,28,8,14,16,"2021-08-21-ATL-PIT","thunderbirds"
"Hustle",25,26,241,256,12,18,11,15,20,28,29,6,28,13,11,15,"2021-08-21-ATL-PIT","hustle"
"Spiders",24,21,233,249,14,16,8,16,15,25,26,6,22,11,14,19,"2021-08-20-SJ-SD","spiders"
"Growlers",24,21,278,292,6,6,7,14,14,22,27,10,25,11,17,19,"2021-08-20-SJ-SD","growlers"
"Empire",25,21,291,299,10,13,10,8,18,23,26,7,27,8,16,19,"2021-08-20-BOS-NY","empire"
"Glory",25,21,205,217,6,9,6,12,19,27,28,2,23,5,13,15,"2021-08-20-BOS-NY","glory"
"Rush",23,21,201,220,8,9,10,19,15,22,28,8,25,15,14,17,"2021-08-15-OTT-TOR","rush"
"Outlaws",23,21,188,209,13,19,10,21,16,25,31,5,22,11,7,7,"2021-08-15-OTT-TOR","outlaws"
"Wind Chill",19,23,313,329,4,8,12,16,15,20,23,8,25,17,16,16,"2021-08-15-MIN-IND","windchill"
"AlleyCats",19,23,219,240,8,12,11,21,15,25,33,4,20,7,10,16,"2021-08-15-MIN-IND","alleycats"
"Growlers",17,21,259,280,5,9,18,21,15,19,28,6,23,15,9,13,"2021-08-14-SD-LA","growlers"
"Aviators",17,21,225,250,4,9,4,25,14,23,31,3,19,12,12,14,"2021-08-14-SD-LA","aviators"
"Thunderbirds",20,16,256,276,2,6,10,20,13,22,29,3,16,7,12,17,"2021-08-14-PIT-NY","thunderbirds"
"Empire",20,16,197,212,9,10,11,15,13,16,20,7,22,16,13,20,"2021-08-14-PIT-NY","empire"
"Rush",19,20,179,199,9,10,9,20,14,21,28,5,21,11,12,16,"2021-08-14-MTL-TOR","rush"
"Royal",19,20,226,244,10,16,8,18,15,21,27,4,21,12,10,11,"2021-08-14-MTL-TOR","royal"
"Wind Chill",15,24,240,252,7,12,7,12,15,17,20,9,25,16,14,16,"2021-08-14-MIN-DET","windchill"
"Mechanix",15,24,239,258,6,12,7,19,13,25,31,2,17,5,7,12,"2021-08-14-MIN-DET","mechanix"
"Flyers",20,18,296,314,5,10,10,18,13,19,22,7,22,17,15,18,"2021-08-14-ATL-RAL","flyers"
"Hustle",20,18,177,197,6,8,9,20,12,22,30,6,19,9,11,13,"2021-08-14-ATL-RAL","hustle"
"Spiders",20,16,234,256,8,17,15,22,13,18,24,7,22,18,10,12,"2021-08-13-SEA-SJ","spiders"
"Cascades",20,16,250,275,7,13,15,25,13,22,33,3,18,9,9,10,"2021-08-13-SEA-SJ","cascades"
"Thunderbirds",26,20,288,310,4,13,9,22,16,28,31,4,22,12,14,18,"2021-08-13-PIT-BOS","thunderbirds"
"Glory",26,20,197,213,15,20,14,16,16,22,29,10,28,13,14,17,"2021-08-13-PIT-BOS","glory"
"Phoenix",19,20,204,221,7,14,8,17,15,20,27,4,21,9,12,13,"2021-08-13-NY-PHI","phoenix"
"Empire",19,20,281,297,6,9,8,16,15,21,25,5,21,12,16,22,"2021-08-13-NY-PHI","empire"
"Outlaws",18,16,177,198,12,15,10,21,11,19,24,5,18,14,11,14,"2021-08-12-OTT-MTL","outlaws"
"Royal",18,16,242,262,7,13,15,20,11,18,26,7,19,13,13,19,"2021-08-12-OTT-MTL","royal"
"Outlaws",18,22,176,202,8,8,9,26,15,24,37,3,20,10,11,14,"2021-08-08-MTL-OTT","outlaws"
"Royal",18,22,262,285,9,14,15,23,15,20,26,7,24,20,12,14,"2021-08-08-MTL-OTT","royal"
"Thunderbirds",16,25,218,246,7,10,11,28,11,26,35,5,17,9,10,11,"2021-08-08-DC-PIT","thunderbirds"
"Breeze",16,25,257,275,8,13,16,18,11,17,21,14,26,24,15,19,"2021-08-08-DC-PIT","breeze"
"Royal",18,16,288,306,6,11,13,18,13,18,24,5,20,14,13,14,"2021-08-07-TOR-MTL","royal"
"Rush",18,16,197,218,6,12,11,21,13,20,28,3,18,10,11,14,"2021-08-07-TOR-MTL","rush"
"Cannons",20,21,269,283,10,12,9,14,18,21,25,3,23,11,13,15,"2021-08-07-TB-ATL","cannons"
"Hustle",20,21,207,222,6,9,7,15,19,23,31,1,21,6,6,10,"2021-08-07-TB-ATL","hustle"
"Spiders",15,23,227,246,4,9,11,19,13,16,23,10,25,19,13,14,"2021-08-07-SJ-SEA","spiders"
"Cascades",15,23,236,264,4,12,10,28,12,25,32,3,16,11,9,15,"2021-08-07-SJ-SEA","cascades"
"Flyers",24,23,326,345,7,12,8,19,19,26,33,4,26,9,14,21,"2021-08-07-RAL-NY","flyers"
"Empire",24,23,293,312,5,10,10,19,18,26,31,6,26,13,12,16,"2021-08-07-RAL-NY","empire"
"Growlers",24,17,228,244,5,5,16,16,17,19,26,7,26,14,18,21,"2021-08-07-LA-SD","growlers"
"Aviators",24,17,295,318,8,13,7,23,17,26,33,0,19,7,9,18,"2021-08-07-LA-SD","aviators"
"Mechanix",20,16,244,269,6,10,11,25,13,22,34,3,18,9,6,8,"2021-08-07-DET-CHI","mechanix"
"Union",20,16,226,249,7,12,13,23,14,17,24,6,22,19,12,20,"2021-08-07-DET-CHI","union"
"Legion",22,23,212,231,10,17,10,19,16,23,30,7,25,13,11,14,"2021-08-07-DAL-AUS","legion"
"Sol",22,23,225,246,7,13,12,21,17,25,31,5,23,12,18,19,"2021-08-07-DAL-AUS","sol"
"Flyers",18,19,252,265,5,10,5,13,14,20,22,5,21,11,16,19,"2021-08-06-RAL-BOS","flyers"
"Glory",18,19,280,294,1,4,6,14,14,21,26,4,20,6,17,18,"2021-08-06-RAL-BOS","glory"
"Breeze",13,20,358,378,3,11,10,20,12,15,24,8,20,16,15,18,"2021-08-06-DC-PHI","breeze"
"Phoenix",13,20,166,192,5,12,11,26,10,18,28,3,15,12,8,9,"2021-08-06-DC-PHI","phoenix"
"Spiders",15,14,180,203,6,10,13,23,9,17,24,5,16,13,9,14,"2021-08-01-SJ-DAL","spiders"
"Legion",15,14,270,292,6,12,12,22,7,16,23,8,17,15,8,12,"2021-08-01-SJ-DAL","legion"
"Cascades",20,15,243,274,5,14,9,31,10,20,31,5,17,15,10,16,"2021-08-01-SEA-LA","cascades"
"Aviators",20,15,228,254,7,11,17,26,10,17,27,10,20,21,16,19,"2021-08-01-SEA-LA","aviators"
"Spiders",25,15,186,211,5,13,12,25,13,27,35,2,17,5,9,12,"2021-07-31-SJ-AUS","spiders"
"Sol",25,15,285,301,3,8,19,16,13,17,20,12,27,22,21,25,"2021-07-31-SJ-AUS","sol"
"Cascades",21,20,282,301,5,10,11,19,17,22,30,3,22,9,14,16,"2021-07-31-SEA-SD","cascades"
"Growlers",21,20,250,268,4,5,9,18,17,22,28,4,22,12,13,14,"2021-07-31-SEA-SD","growlers"
"Thunderbirds",27,22,344,357,7,11,5,13,20,29,31,2,23,4,14,16,"2021-07-31-PIT-ATL","thunderbirds"
"Hustle",27,22,199,205,14,16,7,6,20,23,25,7,29,9,11,11,"2021-07-31-PIT-ATL","hustle"
"Phoenix",22,12,244,265,7,12,4,21,12,23,29,0,14,4,6,8,"2021-07-31-PHI-DC","phoenix"
"Breeze",22,12,388,398,5,9,13,10,14,14,18,8,23,15,15,20,"2021-07-31-PHI-DC","breeze"
"Empire",18,25,255,267,8,10,11,12,15,19,23,10,27,15,16,19,"2021-07-31-NY-TB","empire"
"Cannons",18,25,240,259,7,11,4,19,15,27,31,3,19,7,14,16,"2021-07-31-NY-TB","cannons"
"Radicals",15,23,241,258,10,13,14,17,12,17,22,11,24,19,15,20,"2021-07-31-MAD-DET","radicals"
"Mechanix",15,23,235,259,6,11,6,24,11,24,31,4,17,9,6,8,"2021-07-31-MAD-DET","mechanix"
"Wind Chill",17,16,271,296,4,15,8,25,13,18,27,4,19,15,15,19,"2021-07-31-IND-MIN","windchill"
"AlleyCats",17,16,246,273,7,13,14,27,13,19,30,3,18,13,6,12,"2021-07-31-IND-MIN","alleycats"
"Flyers",20,17,208,222,12,14,8,14,16,19,24,4,22,11,10,13,"2021-07-30-PIT-RAL","flyers"
"Thunderbirds",20,17,269,286,5,10,7,17,16,22,29,1,19,6,10,13,"2021-07-30-PIT-RAL","thunderbirds"
"Radicals",18,23,310,326,0,4,8,16,16,25,30,2,20,4,17,21,"2021-07-30-CHI-MAD","radicals"
"Union",18,23,272,282,6,7,7,10,17,20,22,6,25,11,16,18,"2021-07-30-CHI-MAD","union"
"Outlaws",19,26,242,261,11,13,15,19,21,21,31,5,26,15,7,8,"2021-07-25-OTT-MTL","outlaws"
"Royal",19,26,225,250,6,10,8,25,19,26,34,0,21,10,16,25,"2021-07-25-OTT-MTL","royal"
"Rush",27,24,224,243,8,13,7,19,21,28,33,3,25,10,16,19,"2021-07-24-TOR-OTT","rush"
"Outlaws",27,24,223,238,15,15,7,15,22,25,32,5,28,10,12,15,"2021-07-24-TOR-OTT","outlaws"
"Growlers",17,21,214,233,7,8,15,19,12,19,25,9,23,16,8,10,"2021-07-24-SD-AUS","growlers"
"Sol",17,21,306,330,7,14,10,24,12,23,29,5,19,12,11,18,"2021-07-24-SD-AUS","sol"
"Empire",22,21,342,359,6,11,10,17,17,24,30,4,22,8,16,19,"2021-07-24-NY-ATL","empire"
"Hustle",22,21,196,210,9,13,9,14,16,22,25,6,24,12,7,11,"2021-07-24-NY-ATL","hustle"
"Spiders",18,20,172,196,13,18,14,24,13,22,32,5,20,11,6,8,"2021-07-24-LA-SJ","spiders"
"Aviators",18,20,249,267,4,6,10,18,14,20,24,6,22,15,14,18,"2021-07-24-LA-SJ","aviators"
"AlleyCats",13,18,173,202,6,6,16,29,12,15,27,6,20,22,12,15,"2021-07-24-IND-DET","alleycats"
"Mechanix",13,18,220,254,5,10,16,34,11,20,34,2,15,15,8,13,"2021-07-24-IND-DET","mechanix"
"Wind Chill",16,20,259,282,10,13,13,23,15,22,33,1,17,6,9,14,"2021-07-24-CHI-MIN","windchill"
"Union",16,20,211,231,7,12,8,20,14,17,22,6,22,18,17,20,"2021-07-24-CHI-MIN","union"
"Cannons",23,26,209,229,9,14,9,20,20,28,34,3,25,9,11,12,"2021-07-24-BOS-TB","cannons"
"Glory",23,26,244,261,6,13,11,17,20,25,31,6,28,13,16,20,"2021-07-24-BOS-TB","glory"
"Growlers",19,15,151,170,4,13,3,19,12,21,28,3,17,7,6,7,"2021-07-23-SD-DAL","growlers"
"Legion",19,15,306,322,5,12,11,16,13,17,20,6,21,15,14,16,"2021-07-23-SD-DAL","legion"
"Cascades",16,21,270,292,4,11,9,22,14,23,30,2,17,8,13,16,"2021-07-23-LA-SEA","cascades"
"Aviators",16,21,254,269,7,11,13,15,14,17,23,7,23,15,15,17,"2021-07-23-LA-SEA","aviators"
"AlleyCats",24,18,297,314,5,13,4,17,15,26,29,3,20,7,13,14,"2021-07-18-IND-CHI","alleycats"
"Union",24,18,284,293,5,8,8,9,15,20,22,9,26,12,18,21,"2021-07-18-IND-CHI","union"
"Growlers",21,20,156,181,6,6,10,25,14,21,33,7,23,14,14,19,"2021-07-18-AUS-SD","growlers"
"Sol",21,20,267,294,8,17,17,27,14,23,29,6,21,18,14,19,"2021-07-18-AUS-SD","sol"
"Flyers",16,27,227,243,11,19,14,16,17,18,24,10,27,19,19,21,"2021-07-17-RAL-PIT","flyers"
"Thunderbirds",16,27,274,301,6,9,7,27,15,28,37,1,17,6,10,14,"2021-07-17-RAL-PIT","thunderbirds"
"Radicals",17,16,342,359,0,5,10,17,9,18,22,8,19,14,13,16,"2021-07-17-IND-MAD","radicals"
"AlleyCats",17,16,235,253,8,13,11,18,10,19,24,5,18,9,6,9,"2021-07-17-IND-MAD","alleycats"
"Wind Chill",25,12,207,225,10,13,19,18,11,13,18,14,27,25,15,20,"2021-07-17-DET-MIN","windchill"
"Mechanix",25,12,286,316,5,12,6,30,10,27,38,2,13,7,7,13,"2021-07-17-DET-MIN","mechanix"
"Spiders",20,23,151,166,12,16,3,15,17,24,29,3,21,6,9,11,"2021-07-17-DAL-SJ","spiders"
"Legion",20,23,375,387,6,11,9,12,17,21,24,6,25,12,18,21,"2021-07-17-DAL-SJ","legion"
"Aviators",20,21,182,208,6,10,13,26,14,23,28,6,22,18,9,15,"2021-07-17-AUS-LA","aviators"
"Sol",20,21,294,319,6,10,8,25,13,22,33,8,23,14,14,21,"2021-07-17-AUS-LA","sol"
"Breeze",13,17,419,439,2,7,10,20,7,19,26,5,15,7,7,10,"2021-07-17-ATL-DC","breeze"
"Hustle",13,17,169,184,7,8,11,15,9,15,17,8,19,17,10,10,"2021-07-17-ATL-DC","hustle"
"Cascades",22,18,189,203,11,17,6,14,15,20,24,7,24,12,16,18,"2021-07-16-DAL-SEA","cascades"
"Legion",22,18,312,329,2,7,10,17,15,24,29,3,20,7,14,16,"2021-07-16-DAL-SEA","legion"
"Phoenix",15,20,263,285,8,14,7,22,14,21,29,1,17,9,6,7,"2021-07-16-ATL-PHI","phoenix"
"Hustle",15,20,214,230,5,10,12,16,14,17,24,6,22,14,10,16,"2021-07-16-ATL-PHI","hustle"
"Wind Chill",18,20,334,349,7,7,9,15,15,20,28,5,20,7,15,18,"2021-07-11-MIN-CHI","windchill"
"Union",18,20,236,253,4,9,11,17,13,20,22,5,20,13,17,18,"2021-07-11-MIN-CHI","union"
"Flyers",31,19,218,232,10,14,13,14,19,21,25,12,33,20,19,21,"2021-07-10-TB-RAL","flyers"
